countryLabel,location,population,index,indexDate
Belgium,Point(4.668055555 50.641111111),10084475,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10068319,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10084475,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10951266,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10068319,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9378113,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10547958,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9153489,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10084475,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11150516,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9858982,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10839905,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.936,2019-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.931,2017-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.937,2021-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.924,2015-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.928,2020-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.921,2014-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.927,2016-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.933,2018-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),10478617,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),11322088,0.916,2013-01-01T00:00:00Z
Belgium,Point(4.668055555 50.641111111),9711115,0.916,2013-01-01T00:00:00Z
